government,governo,noun,National government.,Governo nacional.,,,
parliament,parlamento,noun,The parliament votes.,O parlamento vota.,,,
law,lei,noun,New law.,Nova lei.,,,
rule,regra,noun,Follow the rules.,Segue as regras.,,,
right,direito,noun,Human rights.,Direitos humanos.,,,
duty,dever,noun,My duty.,O meu dever.,,,
responsibility,responsabilidade,noun,My responsibility.,A minha responsabilidade.,,,
permission,permissão,noun,I need permission.,Eu preciso de permissão.,,,
license,licença,noun,Driving license.,Carta de condução.,,,
permit,autorização,noun,Work permit.,Autorização de trabalho.,,,
fine,multa,noun,Parking fine.,Multa de estacionamento.,,,
tax,imposto,noun,I pay taxes.,Eu pago impostos.,,,
bill,conta,noun,Electricity bill.,Conta de eletricidade.,,,
invoice,fatura,noun,I receive an invoice.,Eu recebo uma fatura.,,,
receipt,recibo,noun,Keep the receipt.,Guarda o recibo.,,,
change,troco,noun,Keep the change.,Fica com o troco.,,,
cash,dinheiro,noun,I pay in cash.,Eu pago em dinheiro.,,,
card,cartão,noun,Credit card.,Cartão de crédito.,,,
bank card,cartão bancário,noun,I lost my bank card.,Eu perdi o meu cartão bancário.,,,
ATM,multibanco,noun,I use the ATM.,Eu uso o multibanco.,,,
check,cheque,noun,I write a check.,Eu passo um cheque.,,,
deposit,depósito,noun,Bank deposit.,Depósito bancário.,,,
withdrawal,levantamento,noun,Cash withdrawal.,Levantamento de dinheiro.,,,
transfer,transferência,noun,Bank transfer.,Transferência bancária.,,,
loan,empréstimo,noun,I request a loan.,Eu peço um empréstimo.,,,
debt,dívida,noun,I pay my debts.,Eu pago as minhas dívidas.,,,
interest,juro,noun,High interest.,Juros altos.,,,
profit,lucro,noun,Good profit.,Bom lucro.,,,
loss,perda,noun,Financial loss.,Perda financeira.,,,
income,rendimento,noun,Monthly income.,Rendimento mensal.,,,
expense,despesa,noun,Monthly expenses.,Despesas mensais.,,,
budget,orçamento,noun,Family budget.,Orçamento familiar.,,,
price,preço,noun,Fair price.,Preço justo.,,,
cost,custo,noun,Low cost.,Custo baixo.,,,
value,valor,noun,High value.,Valor alto.,,,
worth,valor,noun,It's worth it.,Vale a pena.,,,
cheap,barato,adjective,Cheap price.,Preço barato.,,,
expensive,caro,adjective,Expensive car.,Carro caro.,,,
free,gratuito,adjective,Free service.,Serviço gratuito.,,,
discount,desconto,noun,I get a discount.,Eu tenho desconto.,,,
sale,saldo,noun,On sale.,Em saldo.,,,
offer,oferta,noun,Special offer.,Oferta especial.,,,
deal,negócio,noun,Good deal.,Bom negócio.,,,
bargain,pechincha,noun,That's a bargain.,É uma pechincha.,,,
shopping,compras,noun,I go shopping.,Eu vou às compras.,,,
purchase,compra,noun,Good purchase.,Boa compra.,,,
buyer,comprador,noun,The buyer pays.,O comprador paga.,,,
seller,vendedor,noun,The seller sells.,O vendedor vende.,,,
shopkeeper,lojista,noun,The shopkeeper helps.,O lojista ajuda.,,,
cashier,caixa,noun,At the cashier.,Na caixa.,,,
counter,balcão,noun,At the counter.,No balcão.,,,
shelf,prateleira,noun,On the shelf.,Na prateleira.,,,
aisle,corredor,noun,Supermarket aisle.,Corredor de supermercado.,,,
basket,cesto,noun,Shopping basket.,Cesto de compras.,,,
trolley,carrinho,noun,Shopping trolley.,Carrinho de compras.,,,
queue,fila,noun,I wait in queue.,Eu espero na fila.,,,
line,fila,noun,Long line.,Fila comprida.,,,
to queue,fazer fila,verb-regular,I queue.,Eu faço fila.,faço|fazes|faz|fazemos|fazeis|fazem,fiz|fizeste|fez|fizemos|fizestes|fizeram,fazia|fazias|fazia|fazíamos|fazíeis|faziam,farei|farás|fará|faremos|fareis|farão
turn,vez,noun,My turn.,A minha vez.,,,
appointment,marcação,noun,I make an appointment.,Eu marco uma consulta.,,,
time,tempo,noun,What time?,A que horas?,,,
schedule,horário,noun,Work schedule.,Horário de trabalho.,,,
timetable,horário,noun,Train timetable.,Horário dos comboios.,,,
calendar,calendário,noun,Wall calendar.,Calendário de parede.,,,
date,data,noun,Today's date.,A data de hoje.,,,
age,idade,noun,How old?,Que idade?,,,
young,novo,adjective,I'm young.,Eu sou novo.,,,
old,velho,adjective,He's old.,Ele é velho.,,,
adult,adulto,noun,I'm an adult.,Eu sou adulto.,,,
teenager,adolescente,noun,He's a teenager.,Ele é adolescente.,,,
baby,bebé,noun,Cute baby.,Bebé fofo.,,,
infant,bebé,noun,Small infant.,Bebé pequeno.,,,
grandchild,neto,noun,My grandchild.,O meu neto.,,,
grandfather,avô,noun,My grandfather.,O meu avô.,,,
grandmother,avó,noun,My grandmother.,A minha avó.,,,
grandparents,avós,noun,I visit my grandparents.,Eu visito os meus avós.,,,
uncle,tio,noun,My uncle.,O meu tio.,,,
aunt,tia,noun,My aunt.,A minha tia.,,,
cousin,primo,noun,My cousin.,O meu primo.,,,
nephew,sobrinho,noun,My nephew.,O meu sobrinho.,,,
niece,sobrinha,noun,My niece.,A minha sobrinha.,,,
husband,marido,noun,My husband.,O meu marido.,,,
wife,mulher,noun,My wife.,A minha mulher.,,,
spouse,cônjuge,noun,My spouse.,O meu cônjuge.,,,
partner,parceiro,noun,My partner.,O meu parceiro.,,,
boyfriend,namorado,noun,My boyfriend.,O meu namorado.,,,
girlfriend,namorada,noun,My girlfriend.,A minha namorada.,,,
fiancé,noivo,noun,My fiancé.,O meu noivo.,,,
fiancée,noiva,noun,My fiancée.,A minha noiva.,,,
couple,casal,noun,Happy couple.,Casal feliz.,,,
marriage,casamento,noun,Happy marriage.,Casamento feliz.,,,
wedding,casamento,noun,Wedding party.,Festa de casamento.,,,
divorce,divórcio,noun,They divorce.,Eles divorciam-se.,,,
to marry,casar,verb-regular,I marry you.,Eu caso contigo.,caso|casas|casa|casamos|casais|casam,casei|casaste|casou|casamos|casastes|casaram,casava|casavas|casava|casávamos|casáveis|casavam,casarei|casarás|casará|casaremos|casareis|casarão
to divorce,divorciar-se,verb-regular,They divorce.,Eles divorciam-se.,divorcio|divorcias|divorcia|divorciamos|divorciais|divorciam,divorciei|divorciaste|divorciou|divorciamos|divorciastes|divorciaram,divorciava|divorciavas|divorciava|divorciávamos|divorciáveis|divorciavam,divorciarei|divorciarás|divorciará|divorciaremos|divorciareis|divorciarão
single,solteiro,adjective,I'm single.,Eu sou solteiro.,,,
married,casado,adjective,I'm married.,Eu sou casado.,,,
divorced,divorciado,adjective,He's divorced.,Ele é divorciado.,,,
widow,viúva,noun,She is a widow.,Ela é viúva.,,,
widower,viúvo,noun,He is a widower.,Ele é viúvo.,,,
orphan,órfão,noun,He is an orphan.,Ele é órfão.,,,
relative,parente,noun,My relative.,O meu parente.,,,
relation,familiar,noun,Close relation.,Familiar próximo.,,,
neighbor,vizinho,noun,My neighbor.,O meu vizinho.,,,
stranger,estranho,noun,A stranger.,Um estranho.,,,
acquaintance,conhecido,noun,An acquaintance.,Um conhecido.,,,
enemy,inimigo,noun,My enemy.,O meu inimigo.,,,
lover,amante,noun,Her lover.,O amante dela.,,,
relationship,relação,noun,Good relationship.,Boa relação.,,,
friendship,amizade,noun,True friendship.,Amizade verdadeira.,,,
love,amor,noun,True love.,Amor verdadeiro.,,,
hate,ódio,noun,Full of hate.,Cheio de ódio.,,,
to hate,odiar,verb-regular,I hate this.,Eu odeio isto.,odeio|odeias|odeia|odiamos|odiais|odeiam,odiei|odiaste|odiou|odiamos|odiastes|odiaram,odiava|odiavas|odiava|odiávamos|odiáveis|odiavam,odiarei|odiarás|odiará|odiaremos|odiareis|odiarão
to kiss,beijar,verb-regular,I kiss you.,Eu beijo-te.,beijo|beijas|beija|beijamos|beijais|beijam,beijei|beijaste|beijou|beijamos|beijastes|beijaram,beijava|beijavas|beijava|beijávamos|beijáveis|beijavam,beijarei|beijarás|beijará|beijaremos|beijareis|beijarão
to hug,abraçar,verb-regular,I hug you.,Eu abraço-te.,abraço|abraças|abraça|abraçamos|abraçais|abraçam,abracei|abraçaste|abraçou|abraçamos|abraçastes|abraçaram,abraçava|abraçavas|abraçava|abraçávamos|abraçáveis|abraçavam,abraçarei|abraçarás|abraçará|abraçaremos|abraçareis|abraçarão
kiss,beijo,noun,A kiss.,Um beijo.,,,
hug,abraço,noun,A hug.,Um abraço.,,,
smile,sorriso,noun,Beautiful smile.,Sorriso bonito.,,,
tear,lágrima,noun,Shed tears.,Derramar lágrimas.,,,
joy,alegria,noun,Great joy.,Grande alegria.,,,
happiness,felicidade,noun,True happiness.,Felicidade verdadeira.,,,
sadness,tristeza,noun,Deep sadness.,Tristeza profunda.,,,
anger,raiva,noun,Full of anger.,Cheio de raiva.,,,
fear,medo,noun,I have fear.,Eu tenho medo.,,,
hope,esperança,noun,I have hope.,Eu tenho esperança.,,,
wish,desejo,noun,My wish.,O meu desejo.,,,
desire,desejo,noun,Strong desire.,Desejo forte.,,,
dream,sonho,noun,Beautiful dream.,Sonho bonito.,,,
nightmare,pesadelo,noun,Bad nightmare.,Pesadelo mau.,,,
memory,memória,noun,Good memory.,Boa memória.,,,
thought,pensamento,noun,Deep thought.,Pensamento profundo.,,,
feeling,sentimento,noun,Strong feeling.,Sentimento forte.,,,
emotion,emoção,noun,Deep emotion.,Emoção profunda.,,,
sense,sentido,noun,Common sense.,Senso comum.,,,
reason,razão,noun,Good reason.,Boa razão.,,,
mind,mente,noun,Open mind.,Mente aberta.,,,
spirit,espírito,noun,Free spirit.,Espírito livre.,,,
soul,alma,noun,Kind soul.,Alma bondosa.,,,
character,caráter,noun,Strong character.,Caráter forte.,,,
personality,personalidade,noun,Nice personality.,Personalidade agradável.,,,
habit,hábito,noun,Bad habit.,Mau hábito.,,,
custom,costume,noun,Local custom.,Costume local.,,,
tradition,tradição,noun,Old tradition.,Tradição antiga.,,,
culture,cultura,noun,Portuguese culture.,Cultura portuguesa.,,,
society,sociedade,noun,Modern society.,Sociedade moderna.,,,
community,comunidade,noun,Local community.,Comunidade local.,,,
nation,nação,noun,Proud nation.,Nação orgulhosa.,,,
country,país,noun,Beautiful country.,País bonito.,,,
state,estado,noun,European state.,Estado europeu.,,,
city,cidade,noun,Capital city.,Cidade capital.,,,
town,cidade,noun,Small town.,Cidade pequena.,,,
village,aldeia,noun,Quiet village.,Aldeia tranquila.,,,
capital,capital,noun,The capital city.,A cidade capital.,,,
province,província,noun,Northern province.,Província do norte.,,,
region,região,noun,Coastal region.,Região costeira.,,,
area,zona,noun,Residential area.,Zona residencial.,,,
district,distrito,noun,Historic district.,Distrito histórico.,,,
neighborhood,bairro,noun,Quiet neighborhood.,Bairro tranquilo.,,,
suburb,subúrbio,noun,City suburb.,Subúrbio da cidade.,,,
center,centro,noun,City center.,Centro da cidade.,,,
downtown,baixa,noun,I go downtown.,Eu vou à baixa.,,,
uptown,zona alta,noun,In the uptown.,Na zona alta.,,,
countryside,campo,noun,I live in the countryside.,Eu vivo no campo.,,,
nature,natureza,noun,I love nature.,Eu amo a natureza.,,,
environment,ambiente,noun,Clean environment.,Ambiente limpo.,,,
pollution,poluição,noun,Air pollution.,Poluição do ar.,,,
garbage,lixo,noun,Take out the garbage.,Tira o lixo.,,,
trash,lixo,noun,In the trash.,No lixo.,,,
waste,desperdício,noun,Food waste.,Desperdício de alimentos.,,,
recycling,reciclagem,noun,I recycle.,Eu reciclo.,,,
to recycle,reciclar,verb-regular,Recycle plastic.,Recicla plástico.,reciclo|reciclas|recicla|reciclamos|reciclais|reciclam,reciclei|reciclaste|reciclou|reciclamos|reciclastes|reciclaram,reciclava|reciclavas|reciclava|reciclávamos|recicláveis|reciclavam,reciclarei|reciclarás|reciclará|reciclaremos|reciclareis|reciclarão
to pollute,poluir,verb-irregular,Don't pollute.,Não poluas.,poluo|poluis|polui|poluímos|poluís|poluem,poluí|poluíste|poluiu|poluímos|poluístes|poluíram,poluía|poluías|poluía|poluíamos|poluíeis|poluíam,poluirei|poluirás|poluirá|poluiremos|poluireis|poluirão
to protect,proteger,verb-regular,Protect nature.,Protege a natureza.,protejo|proteges|protege|protegemos|protegeis|protegem,protegi|protegeste|protegeu|protegemos|protegestes|protegeram,protegia|protegias|protegia|protegíamos|protegíeis|protegiam,protegerei|protegerás|protegerá|protegeremos|protegereis|protegerão
to save,salvar,verb-regular,Save the planet.,Salva o planeta.,salvo|salvas|salva|salvamos|salvais|salvam,salvei|salvaste|salvou|salvamos|salvastes|salvaram,salvava|salvavas|salvava|salvávamos|salváveis|salvavam,salvarei|salvarás|salvará|salvaremos|salvareis|salvarão
danger,perigo,noun,There's danger.,Há perigo.,,,
dangerous,perigoso,adjective,It's dangerous.,É perigoso.,,,
safe,seguro,adjective,It's safe.,É seguro.,,,
safety,segurança,noun,For your safety.,Para a tua segurança.,,,
security,segurança,noun,Airport security.,Segurança do aeroporto.,,,
risk,risco,noun,High risk.,Risco alto.,,,
threat,ameaça,noun,Serious threat.,Ameaça séria.,,,
warning,aviso,noun,Warning sign.,Sinal de aviso.,,,
alarm,alarme,noun,Fire alarm.,Alarme de incêndio.,,,
emergency,emergência,noun,Emergency exit.,Saída de emergência.,,,
accident,acidente,noun,Car accident.,Acidente de carro.,,,
injury,ferimento,noun,Serious injury.,Ferimento grave.,,,
wound,ferida,noun,Deep wound.,Ferida profunda.,,,
to injure,ferir,verb-irregular,I injure myself.,Eu firo-me.,firo|feres|fere|ferimos|feris|ferem,feri|feriste|feriu|ferimos|feristes|feriram,feria|ferias|feria|feríamos|feríeis|feriam,ferirei|ferirás|ferirá|feriremos|ferireis|ferirão
to wound,ferir,verb-irregular,The bullet wounds.,A bala fere.,firo|feres|fere|ferimos|feris|feremmferi|feriste|feriu|ferimos|feristes|feriram,feria|ferias|feria|feríamos|feríeis|feriam,ferirei|ferirás|ferirá|feriremos|ferireis|ferirão
blood,sangue,noun,There's blood.,Há sangue.,,,
bandage,penso,noun,Apply a bandage.,Aplica um penso.,,,
ambulance,ambulância,noun,Call an ambulance.,Chama uma ambulância.,,,
rescue,resgate,noun,Mountain rescue.,Resgate de montanha.,,,
to rescue,resgatar,verb-regular,I rescue.,Eu resgato.,resgato|resgatas|resgata|resgatamos|resgatais|resgatam,resgatei|resgataste|resgatou|resgatamos|resgatastes|resgataram,resgatava|resgatavas|resgatava|resgatávamos|resgatáveis|resgatavam,resgatarei|resgat arás|resgatará|resgataremos|resgatareis|resgatarão
to escape,escapar,verb-regular,I escape.,Eu escapo.,escapo|escapas|escapa|escapamos|escapais|escapam,escapei|escapaste|escapou|escapamos|escapastes|escaparam,escapava|escapavas|escapava|escapávamos|escapáveis|escapavam,escaparei|escaparás|escapará|escaparemos|escapareis|escaparão
to survive,sobreviver,verb-regular,I survive.,Eu sobrevivo.,sobrevivo|sobrevives|sobrevive|sobrevivemos|sobreviveis|sobrevivem,sobrevivi|sobreviveste|sobreviveu|sobrevivemos|sobrevivestes|sobreviveram,sobrevivia|sobrevivias|sobrevivia|sobrevivíamos|sobrevivíeis|sobreviviam,sobreviverei|sobreviverás|sobreviverá|sobreviveremos|sobrevivereis|sobreviverão
to die,morrer,verb-regular,I don't want to die.,Eu não quero morrer.,morro|morres|morre|morremos|morreis|morrem,morri|morreste|morreu|morremos|morrestes|morreram,morria|morrias|morria|morríamos|morríeis|morriam,morrerei|morrerás|morrerá|morremos|morrereis|morrerão
life,vida,noun,Beautiful life.,Vida bonita.,,,
death,morte,noun,Fear of death.,Medo da morte.,,,
alive,vivo,adjective,I'm alive.,Eu estou vivo.,,,
dead,morto,adjective,He's dead.,Ele está morto.,,,
birth,nascimento,noun,Date of birth.,Data de nascimento.,,,
birthday,aniversário,noun,Happy birthday.,Feliz aniversário.,,,
age,idade,noun,What age?,Que idade?,,,
century,século,noun,21st century.,Século 21.,,,
millennium,milénio,noun,New millennium.,Novo milénio.,,,
era,era,noun,Modern era.,Era moderna.,,,
period,período,noun,Time period.,Período de tempo.,,,
epoch,época,noun,Historical epoch.,Época histórica.,,,
past,passado,noun,In the past.,No passado.,,,
present,presente,noun,At present.,No presente.,,,
future,futuro,noun,In the future.,No futuro.,,,
history,história,noun,World history.,História mundial.,,,
geography,geografia,noun,I study geography.,Eu estudo geografia.,,,
science,ciência,noun,I love science.,Eu amo a ciência.,,,
mathematics,matemática,noun,I study mathematics.,Eu estudo matemática.,,,
physics,física,noun,Quantum physics.,Física quântica.,,,
chemistry,química,noun,Organic chemistry.,Química orgânica.,,,
biology,biologia,noun,Marine biology.,Biologia marinha.,,,
astronomy,astronomia,noun,I study astronomy.,Eu estudo astronomia.,,,
philosophy,filosofia,noun,Greek philosophy.,Filosofia grega.,,,
psychology,psicologia,noun,I study psychology.,Eu estudo psicologia.,,,
sociology,sociologia,noun,Urban sociology.,Sociologia urbana.,,,
economics,economia,noun,Market economics.,Economia de mercado.,,,
politics,política,noun,International politics.,Política internacional.,,,
religion,religião,noun,My religion.,A minha religião.,,,
church,igreja,noun,Catholic church.,Igreja católica.,,,
temple,templo,noun,Buddhist temple.,Templo budista.,,,
mosque,mesquita,noun,Large mosque.,Mesquita grande.,,,
synagogue,sinagoga,noun,Historic synagogue.,Sinagoga histórica.,,,
God,Deus,noun,I believe in God.,Eu acredito em Deus.,,,
god,deus,noun,Greek gods.,Deuses gregos.,,,
goddess,deusa,noun,Roman goddess.,Deusa romana.,,,
angel,anjo,noun,Guardian angel.,Anjo da guarda.,,,
devil,diabo,noun,The devil.,O diabo.,,,
heaven,céu,noun,In heaven.,No céu.,,,
hell,inferno,noun,In hell.,No inferno.,,,
sin,pecado,noun,Mortal sin.,Pecado mortal.,,,
prayer,oração,noun,I say a prayer.,Eu faço uma oração.,,,
to pray,rezar,verb-regular,I pray.,Eu rezo.,rezo|rezas|reza|rezamos|rezais|rezam,rezei|rezaste|rezou|rezamos|rezastes|rezaram,rezava|rezavas|rezava|rezávamos|rezáveis|rezavam,rezarei|rezarás|rezará|rezaremos|rezareis|rezarão
faith,fé,noun,I have faith.,Eu tenho fé.,,,
belief,crença,noun,My belief.,A minha crença.,,,
to believe,acreditar,verb-regular,I believe.,Eu acredito.,acredito|acreditas|acredita|acreditamos|acreditais|acreditam,acreditei|acreditaste|acreditou|acreditamos|acreditastes|acreditaram,acreditava|acreditavas|acreditava|acreditávamos|acreditáveis|acreditavam,acreditarei|acreditarás|acreditará|acreditaremos|acreditareis|acreditarão
miracle,milagre,noun,It's a miracle.,É um milagre.,,,
magic,magia,noun,Black magic.,Magia negra.,,,
witch,bruxa,noun,Evil witch.,Bruxa má.,,,
wizard,feiticeiro,noun,Powerful wizard.,Feiticeiro poderoso.,,,
spell,feitiço,noun,Magic spell.,Feitiço mágico.,,,
fairy,fada,noun,Tooth fairy.,Fada dos dentes.,,,
dragon,dragão,noun,Fire dragon.,Dragão de fogo.,,,
monster,monstro,noun,Scary monster.,Monstro assustador.,,,
ghost,fantasma,noun,I see a ghost.,Eu vejo um fantasma.,,,
vampire,vampiro,noun,Scary vampire.,Vampiro assustador.,,,
zombie,zombie,noun,Walking zombie.,Zombie a andar.,,,
alien,extraterrestre,noun,From outer space.,Do espaço.,,,
robot,robô,noun,Intelligent robot.,Robô inteligente.,,,
space,espaço,noun,Outer space.,Espaço sideral.,,,
planet,planeta,noun,Planet Earth.,Planeta Terra.,,,
earth,terra,noun,Planet Earth.,O planeta Terra.,,,
mars,Marte,noun,The planet Mars.,O planeta Marte.,,,
star,estrela,noun,Bright star.,Estrela brilhante.,,,
galaxy,galáxia,noun,Milky Way galaxy.,Galáxia Via Láctea.,,,
universe,universo,noun,Expanding universe.,Universo em expansão.,,,
satellite,satélite,noun,Communication satellite.,Satélite de comunicação.,,,
rocket,foguete,noun,Space rocket.,Foguete espacial.,,,
spaceship,nave espacial,noun,Flying spaceship.,Nave espacial a voar.,,,
astronaut,astronauta,noun,Brave astronaut.,Astronauta corajoso.,,,
science fiction,ficção científica,noun,I like science fiction.,Eu gosto de ficção científica.,,,
reality,realidade,noun,Face reality.,Enfrenta a realidade.,,,
fantasy,fantasia,noun,Pure fantasy.,Pura fantasia.,,,
imagination,imaginação,noun,Use your imagination.,Usa a tua imaginação.,,,
to imagine,imaginar,verb-regular,I imagine.,Eu imagino.,imagino|imaginas|imagina|imaginamos|imaginais|imaginam,imaginei|imaginaste|imaginou|imaginamos|imaginastes|imaginaram,imaginava|imaginavas|imaginava|imaginávamos|imagináveis|imaginavam,imaginarei|imaginarás|imaginará|imaginaremos|imaginareis|imaginarão
to invent,inventar,verb-regular,I invent.,Eu invento.,invento|inventas|inventa|inventamos|inventais|inventam,inventei|inventaste|inventou|inventamos|inventastes|inventaram,inventava|inventavas|inventava|inventávamos|inventáveis|inventavam,inventarei|inventarás|inventará|inventaremos|inventareis|inventarão
invention,invenção,noun,Great invention.,Grande invenção.,,,
inventor,inventor,noun,Famous inventor.,Inventor famoso.,,,
discovery,descoberta,noun,Important discovery.,Descoberta importante.,,,
to discover,descobrir,verb-irregular,I discover.,Eu descubro.,descubro|descobres|descobre|descobrimos|descobris|descobrem,descobri|descobriste|descobriu|descobrimos|descobristes|descobriram,descobria|descobrias|descobria|descobríamos|descobríeis|descobriam,descobrirei|descobrirás|descobrirá|descobriremos|descobrireis|descobrirão
explorer,explorador,noun,Space explorer.,Explorador espacial.,,,
adventure,aventura,noun,Great adventure.,Grande aventura.,,,
to explore,explorar,verb-regular,I explore.,Eu exploro.,exploro|exploras|explora|exploramos|explorais|exploram,explorei|exploraste|explorou|exploramos|explorastes|exploraram,explorava|exploravas|explorava|explorávamos,exploráveis|exploravam,explorarei|explorarás|explorará|exploraremos|explorareis|explorarão
experience,experiência,noun,Great experience.,Grande experiência.,,,
experiment,experiência,noun,Scientific experiment.,Experiência científica.,,,
to experiment,experimentar,verb-regular,I experiment.,Eu experimento.,experimento|experimentas|experimenta|experimentamos|experimentais|experimentam,experimentei|experimentaste|experimentou|experimentamos|experimentastes|experimentaram,experimentava|experimentavas|experimentava|experimentávamos|experimentáveis|experimentavam,experimentarei|experimentarás|experimentará|experimentaremos|experimentareis|experimentarão
method,método,noun,Scientific method.,Método científico.,,,
system,sistema,noun,Computer system.,Sistema de computador.,,,
theory,teoria,noun,Theory of relativity.,Teoria da relatividade.,,,
practice,prática,noun,Medical practice.,Prática médica.,,,
to practice,praticar,verb-regular,I practice.,Eu pratico.,pratico|praticas|pratica|praticamos|praticais|praticam,pratiquei|praticaste|praticou|praticamos|pricastes|praticaram,praticava|praticavas|praticava|praticávamos|praticáveis|praticavam,praticarei|praticarás|praticará|praticaremos|praticareis|praticarão
research,investigação,noun,Scientific research.,Investigação científica.,,,
to research,investigar,verb-regular,I research.,Eu investigo.,investigo|investigas|investiga|investigamos|investigais|investigam,investiguei|investigaste|investigou|investigamos|investigastes|investigaram,investigava|investigavas|investigava|investigávamos|investigáveis|investigavam,investigarei|investigarás|investigará|investigaremos|investigareis|investigarão
study,estudo,noun,Case study.,Estudo de caso.,,,
result,resultado,noun,Test result.,Resultado do teste.,,,
conclusion,conclusão,noun,Final conclusion.,Conclusão final.,,,
to conclude,concluir,verb-irregular,I conclude.,Eu concluo.,concluo|concluis|conclui|concluímos|concluís|concluem,concluí|concluíste|concluiu|concluímos|concluístes|concluíram,concluía|concluías|concluía|concluíamos|concluíeis|concluíam,concluirei|concluirás|concluirá|concluiremos|concluireis|concluirão
proof,prova,noun,Scientific proof.,Prova científica.,,,
to prove,provar,verb-regular,I prove it.,Eu provo.,provo|provas|prova|provamos|provais|provam,provei|provaste|provou|provamos|provastes|provaram,provava|provavas|provava|provávamos|prováveis|provavam,provarei|provarás|provará|provaremos|provareis|provarão
evidence,evidência,noun,Clear evidence.,Evidência clara.,,,
fact,facto,noun,True fact.,Facto verdadeiro.,,,
truth,verdade,noun,The truth.,A verdade.,,,
lie,mentira,noun,That's a lie.,É mentira.,,,
to lie,mentir,verb-irregular,I don't lie.,Eu não minto.,minto|mentes|mente|mentimos|mentis|mentem,menti|mentiste|mentiu|mentimos|mentistes|mentiram,mentia|mentias|mentia|mentíamos|mentíeis|mentiam,mentirei|mentirás|mentirá|mentiremos|mentireis|mentirão
liar,mentiroso,noun,He's a liar.,Ele é mentiroso.,,,
honest,honesto,adjective,He's honest.,Ele é honesto.,,,
honesty,honestidade,noun,I value honesty.,Eu valorizo a honestidade.,,,
dishonest,desonesto,adjective,He's dishonest.,Ele é desonesto.,,,
trust,confiança,noun,I trust you.,Eu confio em ti.,,,
to trust,confiar,verb-regular,I trust.,Eu confio.,confio|confias|confia|confiamos|confiais|confiam,confiei|confiaste|confiou|confiamos|confiastes|confiaram,confiava|confiavas|confiava|confiávamos|confiáveis|confiavam,confiarei|confiarás|confiará|confiaremos|confiareis|confiarão
doubt,dúvida,noun,I have doubts.,Eu tenho dúvidas.,,,
to doubt,duvidar,verb-regular,I doubt it.,Eu duvido.,duvido|duvidas|duvida|duvidamos|duvidais|duvidam,duvidei|duvidaste|duvidou|duvidamos|duvidastes|duvidaram,duvidava|duvidavas|duvidava|duvidávamos|duvidáveis|duvidavam,duvidarei|duvidarás|duvidará|duvidaremos|duvidareis|duvidarão
certain,certo,adjective,I'm certain.,Eu tenho a certeza.,,,
uncertain,incerto,adjective,I'm uncertain.,Eu estou incerto.,,,
sure,seguro,adjective,I'm sure.,Eu tenho a certeza.,,,
unsure,inseguro,adjective,I'm unsure.,Eu estou inseguro.,,,
confident,confiante,adjective,I'm confident.,Eu estou confiante.,,,
confidence,confiança,noun,Self-confidence.,Autoconfiança.,,,
pride,orgulho,noun,False pride.,Orgulho falso.,,,
shame,vergonha,noun,I feel shame.,Eu sinto vergonha.,,,
guilt,culpa,noun,I feel guilt.,Eu sinto culpa.,,,
innocent,inocente,adjective,He's innocent.,Ele é inocente.,,,
guilty,culpado,adjective,He's guilty.,Ele é culpado.,,,
crime,crime,noun,Serious crime.,Crime grave.,,,
criminal,criminoso,noun,Dangerous criminal.,Criminoso perigoso.,,,
victim,vítima,noun,Crime victim.,Vítima de crime.,,,
witness,testemunha,noun,I'm a witness.,Eu sou testemunha.,,,
to witness,testemunhar,verb-regular,I witness.,Eu testemunho.,testemunho|testemunhas|testemunha|testemunhamos|testemunhais|testemunham,testemunhei|testemunhaste|testemunhou|testemunhamos|testemunhastes|testemunharam,testemunhava|testemunhavas|testemunhava|testemunhávamos|testemunháveis|testemunhavam,testemunharei|testemunharás|testemunhará|testemunharemos|testemunhareis|testemunharão
trial,julgamento,noun,Fair trial.,Julgamento justo.,,,
to judge,julgar,verb-regular,I judge.,Eu julgo.,julgo|julgas|julga|julgamos|julgais|julgam,julguei|julgaste|julgou|julgamos|julgastes|julgaram,julgava|julgavas|julgava|julgávamos|julgáveis|julgavam,julgarei|julgarás|julgará|julgaremos|julgareis|julgarão
judge,juiz,noun,The judge decides.,O juiz decide.,,,
lawyer,advogado,noun,Defense lawyer.,Advogado de defesa.,,,
court,tribunal,noun,Supreme court.,Tribunal supremo.,,,
sentence,sentença,noun,Prison sentence.,Sentença de prisão.,,,
punishment,castigo,noun,Severe punishment.,Castigo severo.,,,
to punish,castigar,verb-regular,I punish.,Eu castigo.,castigo|castigas|castiga|castigamos|castigais|castigam,castiguei|castigaste|castigou|castigamos,castigastes|castigaram,castigava|castigavas|castigava|castigávamos|castigáveis|castigavam,castigarei|castigarás|castigará|castigaremos|castigareis|castigarão
reward,recompensa,noun,I receive a reward.,Eu recebo uma recompensa.,,,
to reward,recompensar,verb-regular,I reward.,Eu recompenso.,recompenso|recompensas|recompensa|recompensamos|recompensais|recompensam,recompensei|recompensaste,recompensou|recompensamos|recompensastes|recompensaram,recompensava|recompensavas|recompensava|recompensávamos|recompensáveis|recompensavam,recompensarei|recompensarás|recompensará|recompensaremos|recompensareis|recompensarão
prize,prémio,noun,First prize.,Primeiro prémio.,,,
trophy,troféu,noun,Gold trophy.,Troféu de ouro.,,,
medal,medalha,noun,Olympic medal.,Medalha olímpica.,,,
